fid,id,genus,name_german,name_original,treetop_diam,tree_height,year_of_planting,license,credits
"16423","2563296",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","11","1990",GeoNutzV,Land Berlin
"16424","2563297",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","11","1990",GeoNutzV,Land Berlin
"16425","2563298",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","11","1990",GeoNutzV,Land Berlin
"16426","2563299",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","12","1990",GeoNutzV,Land Berlin
"16427","2563300",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","10",,GeoNutzV,Land Berlin
"16428","2563301",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","10",,GeoNutzV,Land Berlin
"16429","2563302",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","10",,GeoNutzV,Land Berlin
"16430","2563303",Acer,Spitz-Ahorn,Acer platanoides,"3","9",,GeoNutzV,Land Berlin
"16431","2563304",Acer,Spitz-Ahorn,Acer platanoides,"3","9",,GeoNutzV,Land Berlin
"16432","2563305",Acer,Spitz-Ahorn,Acer platanoides,"3","8",,GeoNutzV,Land Berlin
"16433","2563306",Acer,Spitz-Ahorn,Acer platanoides,"3","8",,GeoNutzV,Land Berlin
"16434","2563307",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","10",,GeoNutzV,Land Berlin
"16435","2563308",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","13","1990",GeoNutzV,Land Berlin
"16436","2563309",Acer,Spitz-Ahorn,Acer platanoides,"6","13",,GeoNutzV,Land Berlin
"16437","2563310",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","15","1990",GeoNutzV,Land Berlin
"16438","2563311",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","8","1990",GeoNutzV,Land Berlin
"16439","2563312",Acer,Spitz-Ahorn,Acer platanoides,"2","13",,GeoNutzV,Land Berlin
"16440","2563313",Acer,Spitz-Ahorn,Acer platanoides,"5","13",,GeoNutzV,Land Berlin
"16441","2563314",Acer,Spitz-Ahorn,Acer platanoides,"2","10",,GeoNutzV,Land Berlin
"16442","2563315",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","14","1990",GeoNutzV,Land Berlin
"16443","2563316",Acer,Spitz-Ahorn,Acer platanoides,"3","10",,GeoNutzV,Land Berlin
"16444","2563317",Acer,Spitz-Ahorn,Acer platanoides,"3","12",,GeoNutzV,Land Berlin
"16445","2563318",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16446","2563319",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16447","2563320",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16448","2563321",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16449","2563322",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16450","2563323",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16451","2563324",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","9",,GeoNutzV,Land Berlin
"16452","2563325",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16453","2563326",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10",,GeoNutzV,Land Berlin
"16454","2563327",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10",,GeoNutzV,Land Berlin
"16455","2563328",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10",,GeoNutzV,Land Berlin
"16456","2563329",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10",,GeoNutzV,Land Berlin
"16457","2563330",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","10",,GeoNutzV,Land Berlin
"16458","2563331",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","10",,GeoNutzV,Land Berlin
"16459","2563332",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10","1990",GeoNutzV,Land Berlin
"16460","2563333",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10","1990",GeoNutzV,Land Berlin
"16461","2563334",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10","1990",GeoNutzV,Land Berlin
"16462","2563335",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10","1990",GeoNutzV,Land Berlin
"16463","2563336",Populus,Zitter-Pappel,Populus tremula,"5","14","1990",GeoNutzV,Land Berlin
"16464","2563337",Populus,Zitter-Pappel,Populus tremula,"3","14","1990",GeoNutzV,Land Berlin
"16465","2563338",Populus,Zitter-Pappel,Populus tremula,"4","15","1990",GeoNutzV,Land Berlin
"16466","2563339",Populus,Zitter-Pappel,Populus tremula,"2","6",,GeoNutzV,Land Berlin
"16467","2563340",Populus,Zitter-Pappel,Populus tremula,"3","12",,GeoNutzV,Land Berlin
"16468","2563341",Populus,Zitter-Pappel,Populus tremula,"2","8",,GeoNutzV,Land Berlin
"16469","2563342",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","8",,GeoNutzV,Land Berlin
"16470","2563343",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","8",,GeoNutzV,Land Berlin
"16471","2563344",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16472","2563345",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16473","2563346",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16474","2563347",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16475","2563348",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16476","2563349",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16477","2563350",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16478","2563351",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16479","2563352",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16480","2563353",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16481","2563354",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","10",,GeoNutzV,Land Berlin
"16482","2563809",Quercus,Stiel-Eiche,Quercus robur,"4","7",,GeoNutzV,Land Berlin
"16483","2563810",Quercus,Stiel-Eiche,Quercus robur,"8","9","1915",GeoNutzV,Land Berlin
"16484","2563811",Betula,,Betula pendula,"9","22","1945",GeoNutzV,Land Berlin
"16485","2563812",Prunus,,Prunus domestica,"4","4",,GeoNutzV,Land Berlin
"16486","2563813",Prunus,,Prunus domestica,"4","4",,GeoNutzV,Land Berlin
"16487","2563814",Betula,,Betula pendula,"8","17","1975",GeoNutzV,Land Berlin
"16488","2563815",Betula,,Betula pendula,"8","17","1975",GeoNutzV,Land Berlin
"16489","2563816",Betula,,Betula pendula,"8","17","1975",GeoNutzV,Land Berlin
"16490","2563817",Betula,,Betula pendula,"4","6","1975",GeoNutzV,Land Berlin
"16491","2563818",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","10","1980",GeoNutzV,Land Berlin
"16492","2563819",Prunus,,Prunus domestica,"3","4",,GeoNutzV,Land Berlin
"16493","2563854",Crataegus,Eingriffeliger Weißdorn,Crataegus monogyna,"4","4",,GeoNutzV,Land Berlin
"16494","2563855",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"8","16","1980",GeoNutzV,Land Berlin
"16495","2563856",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"8","18","1980",GeoNutzV,Land Berlin
"16496","2563857",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"8","16","1980",GeoNutzV,Land Berlin
"16497","2563858",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"8","18","1980",GeoNutzV,Land Berlin
"16498","2563859",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"8","12","1980",GeoNutzV,Land Berlin
"16499","2563922",Alnus,Schwarz-Erle,Alnus glutinosa,"7","16","1980",GeoNutzV,Land Berlin
"16500","2563923",Alnus,Schwarz-Erle,Alnus glutinosa,,"14",,GeoNutzV,Land Berlin
"16501","2563924",Alnus,Schwarz-Erle,Alnus glutinosa,,"10",,GeoNutzV,Land Berlin
"16502","2563925",Alnus,Schwarz-Erle,Alnus glutinosa,,"8",,GeoNutzV,Land Berlin
"16503","2563926",Alnus,Schwarz-Erle,Alnus glutinosa,,"13",,GeoNutzV,Land Berlin
"16504","2563927",Alnus,Schwarz-Erle,Alnus glutinosa,"8","18","1955",GeoNutzV,Land Berlin
"16505","2563928",Alnus,Schwarz-Erle,Alnus glutinosa,"8","8","1945",GeoNutzV,Land Berlin
"16506","2563929",Alnus,Schwarz-Erle,Alnus glutinosa,"10","19","1945",GeoNutzV,Land Berlin
"16507","2563930",Alnus,Schwarz-Erle,Alnus glutinosa,"5","7","1945",GeoNutzV,Land Berlin
"16508","2563931",Salix,Silber-Weide,Salix alba,"9","12",,GeoNutzV,Land Berlin
"16509","2563932",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"7","17","1980",GeoNutzV,Land Berlin
"16510","2563933",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","6",,GeoNutzV,Land Berlin
"16511","2563934",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","5",,GeoNutzV,Land Berlin
"16512","2563935",Salix,Silber-Weide,Salix alba,"3","5",,GeoNutzV,Land Berlin
"16513","2563936",Enkianthus,,Salix matsudana,"4","5",,GeoNutzV,Land Berlin
"16514","2563937",Enkianthus,,Salix matsudana,"4","6",,GeoNutzV,Land Berlin
"16515","2563938",Enkianthus,,Salix matsudana,"4","6",,GeoNutzV,Land Berlin
"16516","2563939",Enkianthus,,Salix matsudana,"4","6",,GeoNutzV,Land Berlin
"16517","2563940",Enkianthus,,Salix matsudana,"4","6",,GeoNutzV,Land Berlin
"16518","2563941",Salix,Silber-Weide,Salix alba,"10","15","1980",GeoNutzV,Land Berlin
"16519","2563942",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","8",,GeoNutzV,Land Berlin
"16520","2563943",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","8",,GeoNutzV,Land Berlin
"16521","2563944",Enkianthus,,Salix matsudana,"2","5",,GeoNutzV,Land Berlin
"16522","2563945",Quercus,Stiel-Eiche,Quercus robur,"15","20","1915",GeoNutzV,Land Berlin
"16523","2563946",Enkianthus,,Salix matsudana,"4","8",,GeoNutzV,Land Berlin
"16524","2563947",Enkianthus,,Salix matsudana,"4","8",,GeoNutzV,Land Berlin
"16525","2563948",Quercus,Stiel-Eiche,Quercus robur,"4","7",,GeoNutzV,Land Berlin
"16526","2563949",Alnus,Schwarz-Erle,Alnus glutinosa,"6","18","1965",GeoNutzV,Land Berlin
"16527","2563950",Alnus,Schwarz-Erle,Alnus glutinosa,"6","18","1965",GeoNutzV,Land Berlin
"16528","2563951",Alnus,Schwarz-Erle,Alnus glutinosa,"6","18","1965",GeoNutzV,Land Berlin
"16529","2563952",Alnus,Schwarz-Erle,Alnus glutinosa,"6","18","1965",GeoNutzV,Land Berlin
"16530","2563953",Alnus,Schwarz-Erle,Alnus glutinosa,"6","18","1965",GeoNutzV,Land Berlin
"16531","2563954",Alnus,Schwarz-Erle,Alnus glutinosa,"6","18","1965",GeoNutzV,Land Berlin
"16532","2563955",Alnus,Schwarz-Erle,Alnus glutinosa,"6","18","1965",GeoNutzV,Land Berlin
"16533","2563956",Alnus,Schwarz-Erle,Alnus glutinosa,"6","18","1965",GeoNutzV,Land Berlin
"16534","3250488",Magnolia,Kobushi-Magnolie,Magnolia kobus,"1","3","2012",Deutschland Namensnennung 2.0,Land Berlin
"16535","3250499",Quercus,,Platanus acerifolia,"6","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"16536","3250504",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"16537","3250529",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"10","25","1950",Deutschland Namensnennung 2.0,Land Berlin
"16538","3250530",Populus,Silber-Pappel 'Nivea',Populus alba 'Nivea',"8","27","1974",Deutschland Namensnennung 2.0,Land Berlin
"16539","3250532",Betula,,Betula pendula,"4","12","1970",Deutschland Namensnennung 2.0,Land Berlin
"16540","3250544",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"5","7","1987",Deutschland Namensnennung 2.0,Land Berlin
"16541","3250549",Quercus,,Platanus acerifolia,"1","3","2006",Deutschland Namensnennung 2.0,Land Berlin
"16542","3250556",Quercus,Sumpf-Eiche,Quercus palustris,"4","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"16543","3250577",Quercus,,Platanus acerifolia,"2","7.5","2011",Deutschland Namensnennung 2.0,Land Berlin
"16544","3250579",Quercus,,Platanus acerifolia,"1.5","7.5","2013",Deutschland Namensnennung 2.0,Land Berlin
"16545","3250590",Acer,Berg-Ahorn,Acer pseudoplatanus,"4.5","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"16546","3250607",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',"1","3","2008",Deutschland Namensnennung 2.0,Land Berlin
"16547","3250688",Populus,Italienische Pappel,Populus nigra 'Italica',"6","25","1957",Deutschland Namensnennung 2.0,Land Berlin
"16548","3250692",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"7","15","1982",Deutschland Namensnennung 2.0,Land Berlin
"16549","3250701",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","3","1998",Deutschland Namensnennung 2.0,Land Berlin
"16550","3250719",Acer,Spitz-Ahorn,Acer platanoides,"7","15","1986",Deutschland Namensnennung 2.0,Land Berlin
"16551","3250724",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',,"5","2014",Deutschland Namensnennung 2.0,Land Berlin
"16552","3250727",Quercus,,Platanus acerifolia,"13.5","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"16553","3250731",Ailanthus,,Ailanthus altissima,"7","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"16554","3250737",Tilia,Sommer-Linde,Tilia platyphyllos,"1.5","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"16555","3250743",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"3","12","1989",Deutschland Namensnennung 2.0,Land Berlin
"16556","3250751",Arbutus,,Pseudotsuga menziesii Var. Caesia,"4","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"16557","3250799",Quercus,,Platanus acerifolia,"1.5","5","2013",Deutschland Namensnennung 2.0,Land Berlin
"16558","3250755",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","12","1992",Deutschland Namensnennung 2.0,Land Berlin
"16559","3250772",Quercus,Sumpf-Eiche,Quercus palustris,"4","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"16560","3250795",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"16561","3250809",Acer,Rot-Ahorn,Acer rubrum,"1","5","2014",Deutschland Namensnennung 2.0,Land Berlin
"16562","3250812",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"7","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"16563","3250814",Tilia,Winter-Linde,Tilia cordata,"7","18","1970",Deutschland Namensnennung 2.0,Land Berlin
"16564","3250828",Populus,Italienische Pappel,Populus nigra 'Italica',"5","27","1944",Deutschland Namensnennung 2.0,Land Berlin
"16565","3250835",Acer,Spitz-Ahorn,Acer platanoides,"8","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"16566","3250836",Acer,Spitz-Ahorn,Acer platanoides,"4","12","2000",Deutschland Namensnennung 2.0,Land Berlin
"16567","3250837",Acer,Spitz-Ahorn,Acer platanoides,"8","20","1982",Deutschland Namensnennung 2.0,Land Berlin
"16568","3250841",Acer,Spitz-Ahorn,Acer platanoides,"6","18","1982",Deutschland Namensnennung 2.0,Land Berlin
"16569","3250863",Corylus,Baum-Hasel,Corylus colurna,"3","12","1995",Deutschland Namensnennung 2.0,Land Berlin
"16570","3250870",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"8","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"16571","3250886",Acer,Berg-Ahorn,Acer pseudoplatanus,,"7","1980",Deutschland Namensnennung 2.0,Land Berlin
"16572","3250915",Populus,Simons Pappel,Populus simonii,"5","25","1966",Deutschland Namensnennung 2.0,Land Berlin
"16573","3250924",Tilia,Sommer-Linde,Tilia platyphyllos,"1.5","7","1924",Deutschland Namensnennung 2.0,Land Berlin
"16574","3250951",Corylus,Baum-Hasel,Corylus colurna,"3","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"16575","3250952",Corylus,Baum-Hasel,Corylus colurna,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"16576","3250959",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"16577","3250973",Betula,,Betula pendula,"4","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"16578","3250975",Betula,,Betula pendula,"3","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"16579","3250988",Acer,Spitz-Ahorn,Acer platanoides,"16","17","1990",Deutschland Namensnennung 2.0,Land Berlin
"16580","3250990",Tilia,Winter-Linde,Tilia cordata,"1.5","12","1999",Deutschland Namensnennung 2.0,Land Berlin
"16581","3250991",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"15","20","1920",Deutschland Namensnennung 2.0,Land Berlin
"16582","3251005",Tilia,Winter-Linde,Tilia cordata,"4","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"16583","3251008",Acer,Spitz-Ahorn,Acer platanoides,"6","10","1995",Deutschland Namensnennung 2.0,Land Berlin
"16584","3251012",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"16585","3251014",Populus,Italienische Pappel,Populus nigra 'Italica',"8","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"16586","3251045",Tilia,Sommer-Linde,Tilia platyphyllos,"6","9","1965",Deutschland Namensnennung 2.0,Land Berlin
"16587","3251049",Quercus,,Platanus acerifolia,"6","15","1990",Deutschland Namensnennung 2.0,Land Berlin
"16588","3251050",Quercus,,Platanus acerifolia,"6","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"16589","3251055",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"16590","3251064",Tilia,Winter-Linde,Tilia cordata,"2","12","1998",Deutschland Namensnennung 2.0,Land Berlin
"16591","3251065",Acer,Spitz-Ahorn,Acer platanoides,"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"16592","3251070",Quercus,Stiel-Eiche 'Fastigiata',Quercus robur 'Fastigiata',"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"16593","3251088",Quercus,,Platanus acerifolia,"6","12","1995",Deutschland Namensnennung 2.0,Land Berlin
"16594","3251105",Populus,Berliner Pappel,Populus berolinensis,"14","27","1955",Deutschland Namensnennung 2.0,Land Berlin
"16595","3251110",Acer,Berg-Ahorn,Acer pseudoplatanus,"2","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"16596","3251116",Tilia,Sommer-Linde,Tilia platyphyllos,"10","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"16597","3251117",Tilia,Sommer-Linde,Tilia platyphyllos,"4","17","1998",Deutschland Namensnennung 2.0,Land Berlin
"16598","3251148",Betula,,Betula pendula,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"16599","3251151",Betula,,Betula pendula,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"16600","3251161",Tilia,Winter-Linde 'Rancho',Tilia cordata 'Rancho',"1.5","7","2011",Deutschland Namensnennung 2.0,Land Berlin
"16601","3251168",Acer,Eschen-Ahorn,Acer negundo,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"16602","3251172",Quercus,,Platanus acerifolia,"8","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"16603","3251191",Populus,,Populus x canadensis Hybride,"15","25","1985",Deutschland Namensnennung 2.0,Land Berlin
"16604","3251198",Acer,Eschen-Ahorn,Acer negundo,"10","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"16605","3251211",Tilia,Sommer-Linde,Tilia platyphyllos,"13","25","1940",Deutschland Namensnennung 2.0,Land Berlin
"16606","3251236",Tilia,Winter-Linde,Tilia cordata,"1","20","1949",Deutschland Namensnennung 2.0,Land Berlin
