fid,id,genus,name_german,name_original,treetop_diam,tree_height,year_of_planting,license,credits
"553","3253457",Populus,Kanada-Pappel,Populus canadensis,"8","27","1939",Deutschland Namensnennung 2.0,Land Berlin
"554","3256292",Populus,,Populus spec.,"8","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"555","3256380",Quercus,Rot-Eiche,Quercus rubra,"8","25","1958",Deutschland Namensnennung 2.0,Land Berlin
"556","3256739",Betula,,Betula pendula,"8","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"557","3258271",Acer,Spitz-Ahorn,Acer platanoides,"6","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"558","3258910",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1996",Deutschland Namensnennung 2.0,Land Berlin
"559","3258912",Acer,Spitz-Ahorn,Acer platanoides,,"17","1986",Deutschland Namensnennung 2.0,Land Berlin
"560","3259208",Tilia,Winter-Linde,Tilia cordata,"5","15","1990",Deutschland Namensnennung 2.0,Land Berlin
"561","3259331",Quercus,Stiel-Eiche,Quercus robur,"5","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"562","3260643",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","12","1987",Deutschland Namensnennung 2.0,Land Berlin
"563","3260809",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"564","3261073",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1996",Deutschland Namensnennung 2.0,Land Berlin
"565","3261392",Quercus,Stiel-Eiche,Quercus robur,"6.5","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"566","3261420",Acer,Spitz-Ahorn,Acer platanoides,"4","10","1972",Deutschland Namensnennung 2.0,Land Berlin
"567","3262451",Acer,Spitz-Ahorn,Acer platanoides,"6","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"568","3262871",Tilia,Sommer-Linde,Tilia platyphyllos,"6","17","1995",Deutschland Namensnennung 2.0,Land Berlin
"569","3262872",Tilia,Sommer-Linde,Tilia platyphyllos,"5","12","1995",Deutschland Namensnennung 2.0,Land Berlin
"570","3263123",Populus,Italienische Pappel,Populus nigra 'Italica',"4","12","1992",Deutschland Namensnennung 2.0,Land Berlin
"571","3264008",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"572","3264021",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","12","1987",Deutschland Namensnennung 2.0,Land Berlin
"573","3264357",Quercus,Rot-Eiche,Quercus rubra,"6","20","1975",Deutschland Namensnennung 2.0,Land Berlin
"574","3265716",Quercus,,Platanus acerifolia,"7","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"575","3266461",Quercus,Stiel-Eiche,Quercus robur,"6.5","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"576","3266575",Acer,Eschen-Ahorn,Acer negundo,"8","12","1984",Deutschland Namensnennung 2.0,Land Berlin
"577","3268455",Populus,Simons Pappel,Populus simonii,"7","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"578","3269610",Corylus,Baum-Hasel,Corylus colurna,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"579","3182841",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"580","3183390",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"581","3216870",Quercus,,Platanus acerifolia,"5","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"582","3224860",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"11","12","1950",Deutschland Namensnennung 2.0,Land Berlin
"583","3237162",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"584","3239930",Populus,Italienische Pappel,Populus nigra 'Italica',"5","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"585","3240001",Acer,Berg-Ahorn,Acer pseudoplatanus,"1","5","2018",Deutschland Namensnennung 2.0,Land Berlin
"586","3241708",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"587","3242041",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"588","3242203",Populus,Simons Pappel,Populus simonii,"6","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"589","3242562",Acer,Spitz-Ahorn,Acer platanoides,"8","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"590","3244185",Quercus,Rot-Eiche,Quercus rubra,"3","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"591","3244315",Quercus,Rot-Eiche,Quercus rubra,"2","10","1997",Deutschland Namensnennung 2.0,Land Berlin
"592","3244588",Acer,Spitz-Ahorn,Acer platanoides,"4","12","2000",Deutschland Namensnennung 2.0,Land Berlin
"593","3245657",Corylus,Baum-Hasel,Corylus colurna,"6","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"594","3246105",Populus,,Populus x canadensis Hybride,"8","17","1970",Deutschland Namensnennung 2.0,Land Berlin
"595","3246327",Acer,Spitz-Ahorn,Acer platanoides,"4","10","1972",Deutschland Namensnennung 2.0,Land Berlin
"596","3246576",Quercus,Stiel-Eiche,Quercus robur,"5","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"597","3246843",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"8","12",,Deutschland Namensnennung 2.0,Land Berlin
"598","3250455",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"599","3251262",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"600","3251524",Quercus,Stiel-Eiche,Quercus robur,"7","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"601","3251525",Quercus,Stiel-Eiche,Quercus robur,"6","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"602","3252377",Quercus,,Platanus acerifolia,"12","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"603","3252765",Acer,Spitz-Ahorn,Acer platanoides,"10","20","1982",Deutschland Namensnennung 2.0,Land Berlin
"604","3253320",Quercus,Stiel-Eiche,Quercus robur,"7","17","1978",Deutschland Namensnennung 2.0,Land Berlin
"605","3255196",Populus,Simons Pappel,Populus simonii,"10","27","1965",Deutschland Namensnennung 2.0,Land Berlin
"606","3255197",Populus,Simons Pappel,Populus simonii,"8","27","1965",Deutschland Namensnennung 2.0,Land Berlin
"607","3256097",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","12","1987",Deutschland Namensnennung 2.0,Land Berlin
"608","3256335",Fraxinus,Blumen-Esche,Fraxinus ornus,"3","3","1985",Deutschland Namensnennung 2.0,Land Berlin
"609","3256345",Acer,Eschen-Ahorn,Acer negundo,"5","7","1970",Deutschland Namensnennung 2.0,Land Berlin
"610","3257027",Populus,Silber-Pappel 'Nivea',Populus alba 'Nivea',"5","12",,Deutschland Namensnennung 2.0,Land Berlin
"611","3257567",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"612","3258418",Acer,Eschen-Ahorn,Acer negundo,"4","7","1900",Deutschland Namensnennung 2.0,Land Berlin
"613","3258812",Corylus,Baum-Hasel,Corylus colurna,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"614","3258817",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"615","3258965",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',,"25","1975",Deutschland Namensnennung 2.0,Land Berlin
"616","3258966",Populus,Italienische Pappel,Populus nigra 'Italica',"4","35","1924",Deutschland Namensnennung 2.0,Land Berlin
"617","3259390",Acer,Spitz-Ahorn,Acer platanoides,"3","10","2006",Deutschland Namensnennung 2.0,Land Berlin
"618","3261037",Ulmus,Flatter-Ulme,Ulmus laevis,"10","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"619","3261387",Populus,Simons Pappel,Populus simonii,"8","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"620","3261449",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","3","2006",Deutschland Namensnennung 2.0,Land Berlin
"621","3261613",Acer,Spitz-Ahorn,Acer platanoides,"5","12","2002",Deutschland Namensnennung 2.0,Land Berlin
"622","3261614",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"13","15","1988",Deutschland Namensnennung 2.0,Land Berlin
"623","3262139",Acer,Spitz-Ahorn,Acer platanoides,"5","10","1972",Deutschland Namensnennung 2.0,Land Berlin
"624","3262467",Acer,Spitz-Ahorn,Acer platanoides,"6","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"625","3262574",Betula,,Betula pendula,"8","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"626","3262856",Populus,Simons Pappel,Populus simonii,"9","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"627","3262858",Populus,Simons Pappel,Populus simonii,"8","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"628","3263125",Populus,Italienische Pappel,Populus nigra 'Italica',"3","27","1977",Deutschland Namensnennung 2.0,Land Berlin
"629","3263412",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"8","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"630","3263755",Acer,Spitz-Ahorn,Acer platanoides,"8","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"631","3264358",Quercus,Rot-Eiche,Quercus rubra,"10","25","1966",Deutschland Namensnennung 2.0,Land Berlin
"632","3264361",Quercus,Rot-Eiche,Quercus rubra,"3","20","2001",Deutschland Namensnennung 2.0,Land Berlin
"633","3264807",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"634","3265029",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","8","2004",Deutschland Namensnennung 2.0,Land Berlin
"635","3265715",Tilia,Silber-Linde,Tilia tomentosa,"12","20","1924",Deutschland Namensnennung 2.0,Land Berlin
"636","3267272",Liquidambar,Amerikanischer Amberbaum,Liquidambar styraciflua,"1","7","2014",Deutschland Namensnennung 2.0,Land Berlin
"637","3267275",Liquidambar,Amerikanischer Amberbaum,Liquidambar styraciflua,"1","5","2014",Deutschland Namensnennung 2.0,Land Berlin
"638","3267276",Ailanthus,,Ailanthus altissima,"7","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"639","3267431",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"640","3267791",Tilia,Sommer-Linde,Tilia platyphyllos,"8","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"641","3268013",Acer,Berg-Ahorn,Acer pseudoplatanus,"1","5","2018",Deutschland Namensnennung 2.0,Land Berlin
"642","3268116",Quercus,Stiel-Eiche,Quercus robur,"7","17","1989",Deutschland Namensnennung 2.0,Land Berlin
"643","3268457",Populus,Simons Pappel,Populus simonii,"8","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"644","3269433",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"645","3269435",Tilia,Sommer-Linde,Tilia platyphyllos,"5","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"646","3114760",Acer,,Acer spec.,"1.5","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"647","3123682",Acer,Spitz-Ahorn,Acer platanoides,"1.5","7","1994",Deutschland Namensnennung 2.0,Land Berlin
"648","3177338",Tilia,Sommer-Linde,Tilia platyphyllos,"8","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"649","3177365",Acer,Spitz-Ahorn,Acer platanoides,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"650","3177374",Acer,Spitz-Ahorn,Acer platanoides,"5","3","1985",Deutschland Namensnennung 2.0,Land Berlin
"651","3180088",Quercus,,Platanus acerifolia,"6","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"652","3180826",Acer,Berg-Ahorn,Acer pseudoplatanus,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"653","3181534",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","3","1996",Deutschland Namensnennung 2.0,Land Berlin
"654","3182588",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"655","3182827",Acer,Spitz-Ahorn,Acer platanoides,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"656","3182830",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"657","3183201",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"8","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"658","3184389",Acer,Spitz-Ahorn,Acer platanoides,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"659","3216918",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"7","12","1930",Deutschland Namensnennung 2.0,Land Berlin
"660","3219282",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"661","3219527",Acer,Spitz-Ahorn,Acer platanoides,"5","3","1995",Deutschland Namensnennung 2.0,Land Berlin
"662","3224856",Betula,,Betula pendula,"8","12","1970",Deutschland Namensnennung 2.0,Land Berlin
"663","3224862",Betula,,Betula pendula,"6","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"664","3239343",Quercus,Stiel-Eiche,Quercus robur,"5","17","2001",Deutschland Namensnennung 2.0,Land Berlin
"665","3239666",Corylus,Baum-Hasel,Corylus colurna,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"666","3239669",Corylus,Baum-Hasel,Corylus colurna,"4","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"667","3239670",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","10","1985",Deutschland Namensnennung 2.0,Land Berlin
"668","3239772",Corylus,Baum-Hasel,Corylus colurna,"4","7","1987",Deutschland Namensnennung 2.0,Land Berlin
"669","3239993",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,,"7","2008",Deutschland Namensnennung 2.0,Land Berlin
"670","3241525",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","10","1972",Deutschland Namensnennung 2.0,Land Berlin
"671","3241740",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"672","3242443",Populus,Italienische Pappel,Populus nigra 'Italica',"3","27","1983",Deutschland Namensnennung 2.0,Land Berlin
"673","3243074",Gleditsia,Amerikanische Gleditschie,Gleditsia triacanthos,"8","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"674","3243087",Liquidambar,Amerikanischer Amberbaum,Liquidambar styraciflua,"1","7","2014",Deutschland Namensnennung 2.0,Land Berlin
"675","3243586",Gleditsia,Amerikanische Gleditschie,Gleditsia triacanthos,"6","18","1982",Deutschland Namensnennung 2.0,Land Berlin
"676","3243591",Ailanthus,,Ailanthus altissima,"10","25","1982",Deutschland Namensnennung 2.0,Land Berlin
"677","3244088",Betula,,Betula pendula,"5","15","1987",Deutschland Namensnennung 2.0,Land Berlin
"678","3244089",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","1987",Deutschland Namensnennung 2.0,Land Berlin
"679","3244189",Quercus,Rot-Eiche,Quercus rubra,"8","25","1985",Deutschland Namensnennung 2.0,Land Berlin
"680","3246147",Tilia,Krim-Linde,Tilia euchlora,"7","10","1940",Deutschland Namensnennung 2.0,Land Berlin
"681","3246577",Quercus,Stiel-Eiche,Quercus robur,"6","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"682","3247831",Quercus,Rot-Eiche,Quercus rubra,"6","25","1993",Deutschland Namensnennung 2.0,Land Berlin
"683","3249751",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"684","3249784",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","12","1999",Deutschland Namensnennung 2.0,Land Berlin
"685","3250080",Acer,Eschen-Ahorn,Acer negundo,"11","12","1983",Deutschland Namensnennung 2.0,Land Berlin
"686","3250811",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"11","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"687","3250832",Acer,Spitz-Ahorn,Acer platanoides,"5","15","2000",Deutschland Namensnennung 2.0,Land Berlin
"688","3252103",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"689","3252455",Corylus,Baum-Hasel,Corylus colurna,"4","10","2000",Deutschland Namensnennung 2.0,Land Berlin
"690","3253267",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","12","1987",Deutschland Namensnennung 2.0,Land Berlin
"691","3254700",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1996",Deutschland Namensnennung 2.0,Land Berlin
"692","3254909",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1996",Deutschland Namensnennung 2.0,Land Berlin
"693","3255457",Acer,Spitz-Ahorn,Acer platanoides,"6","10","1992",Deutschland Namensnennung 2.0,Land Berlin
"694","3255653",Acer,Eschen-Ahorn,Acer negundo,"8","7","1956",Deutschland Namensnennung 2.0,Land Berlin
"695","3256092",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"10","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"696","3256351",Acer,Spitz-Ahorn,Acer platanoides,"3.5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"697","3258618",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"5","20","1985",Deutschland Namensnennung 2.0,Land Berlin
"698","3258813",Prunus,Kirsch-Pflaume,Prunus cerasifera,"4","5","1985",Deutschland Namensnennung 2.0,Land Berlin
"699","3258816",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"700","3258818",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"701","3258819",Acer,Eschen-Ahorn,Acer negundo,"8","10","1985",Deutschland Namensnennung 2.0,Land Berlin
"702","3258922",Quercus,Rot-Eiche,Quercus rubra,"6","20","1996",Deutschland Namensnennung 2.0,Land Berlin
"703","3259013",Quercus,Stiel-Eiche,Quercus robur,"6","20","1988",Deutschland Namensnennung 2.0,Land Berlin
"704","3259515",Quercus,Stiel-Eiche,Quercus robur,"11","27","1924",Deutschland Namensnennung 2.0,Land Berlin
"705","3261002",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"706","3261385",Populus,Simons Pappel,Populus simonii,"7","27","1965",Deutschland Namensnennung 2.0,Land Berlin
"707","3261615",Ailanthus,,Ailanthus altissima,"5","12","2002",Deutschland Namensnennung 2.0,Land Berlin
"708","3262140",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10","1972",Deutschland Namensnennung 2.0,Land Berlin
"709","3262448",Acer,Spitz-Ahorn,Acer platanoides,"4","14","1985",Deutschland Namensnennung 2.0,Land Berlin
"710","3262541",Tilia,,Tilia americana,"6","15","1990",Deutschland Namensnennung 2.0,Land Berlin
"711","3262854",Populus,Simons Pappel,Populus simonii,"7","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"712","3262946",Populus,Simons Pappel,Populus simonii,"4","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"713","3263126",Carpinus,Gewöhnliche Hainbuche,Carpinus betulus,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"714","3263129",Ailanthus,,Ailanthus altissima,"10","12","1992",Deutschland Namensnennung 2.0,Land Berlin
"715","3264201",Corylus,Baum-Hasel,Corylus colurna,"4","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"716","3264429",Prunus,Kirsch-Pflaume,Prunus cerasifera,"4","5","1985",Deutschland Namensnennung 2.0,Land Berlin
"717","3264432",Tilia,Winter-Linde,Tilia cordata,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"718","3264767",Acer,Spitz-Ahorn,Acer platanoides,,"12","2002",Deutschland Namensnennung 2.0,Land Berlin
"719","3266361",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","7","1965",Deutschland Namensnennung 2.0,Land Berlin
"720","3266462",Quercus,Stiel-Eiche,Quercus robur,"8","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"721","3267949",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","10","2000",Deutschland Namensnennung 2.0,Land Berlin
"722","3269199",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1996",Deutschland Namensnennung 2.0,Land Berlin
"723","3269200",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1996",Deutschland Namensnennung 2.0,Land Berlin
"724","3269434",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"725","3043672",Acer,,Acer spec.,"1.5","7","2005",Deutschland Namensnennung 2.0,Land Berlin
