id,genus,name_german,name_original,treetop_diam,tree_height,year_of_planting,license,credits
"3179049",Tilia,Sommer-Linde,Tilia platyphyllos,"13","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"3179051",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"12","12","1930",Deutschland Namensnennung 2.0,Land Berlin
"3179052",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"18","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3179054",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"3179065",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3179074",Betula,,Betula pendula,"9","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3179092",Tilia,Sommer-Linde,Tilia platyphyllos,"14","12","1950",Deutschland Namensnennung 2.0,Land Berlin
"3179094",Quercus,Stiel-Eiche,Quercus robur,"7","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"3179097",Quercus,Stiel-Eiche,Quercus robur,"6","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"3179101",Tilia,Sommer-Linde,Tilia platyphyllos,"13","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3179103",Tilia,Sommer-Linde,Tilia platyphyllos,"10","12","1930",Deutschland Namensnennung 2.0,Land Berlin
"3179112",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"10","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3179118",Sorbus,Vogelbeere,Sorbus aucuparia,"3","3","1995",Deutschland Namensnennung 2.0,Land Berlin
"3179147",Acer,Spitz-Ahorn,Acer platanoides,"7","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"3179158",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3179164",Tilia,Winter-Linde,Tilia cordata,"8","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179209",Tilia,Winter-Linde,Tilia cordata,"7","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3179216",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3179231",Quercus,Stiel-Eiche,Quercus robur,"6","7","1988",Deutschland Namensnennung 2.0,Land Berlin
"3179233",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3179237",Acer,Berg-Ahorn,Acer pseudoplatanus,"7","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"3179240",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"3179249",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"7","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"3179293",Quercus,,Picea pungens,"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"3179299",Tilia,Winter-Linde,Tilia cordata,"12","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"3179308",Quercus,Rot-Eiche,Quercus rubra,"4","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"3179309",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3179312",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"3179321",Quercus,Rot-Eiche,Quercus rubra,"3","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"3179323",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"1","3","2000",Deutschland Namensnennung 2.0,Land Berlin
"3179340",Tilia,Winter-Linde,Tilia cordata,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179342",Sorbus,Vogelbeere,Sorbus aucuparia,"8","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179364",Tilia,Winter-Linde,Tilia cordata,"4","7","1991",Deutschland Namensnennung 2.0,Land Berlin
"3179391",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179393",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"3179396",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"5","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3179430",Sorbus,Vogelbeere,Sorbus aucuparia,"6","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"3179445",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"4","3","1992",Deutschland Namensnennung 2.0,Land Berlin
"3179464",Tilia,Winter-Linde,Tilia cordata,"4","3","1980",Deutschland Namensnennung 2.0,Land Berlin
"3179480",Tilia,Winter-Linde,Tilia cordata,"4","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"3179496",Acer,Eschen-Ahorn,Acer negundo,"10","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"3179509",Tilia,Silber-Linde,Tilia tomentosa,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3179512",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"3179514",Acer,Spitz-Ahorn,Acer platanoides,"4","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3179518",Acer,Spitz-Ahorn,Acer platanoides,"4",,"2000",Deutschland Namensnennung 2.0,Land Berlin
"3179564",Acer,Spitz-Ahorn,Acer platanoides,"7","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"3179570",Acer,Spitz-Ahorn,Acer platanoides,"4","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3179573",Acer,Eschen-Ahorn,Acer negundo,"9","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179604",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"3","3","1999",Deutschland Namensnennung 2.0,Land Berlin
"3179606",Acer,Spitz-Ahorn,Acer platanoides,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179608",Quercus,,Platanus acerifolia,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179610",Quercus,,Platanus acerifolia,"9","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179622",Prunus,Traubenkirsche,Prunus padus,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"3179631",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179632",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","3","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179638",Sorbus,Vogelbeere,Sorbus aucuparia,"4","7","1987",Deutschland Namensnennung 2.0,Land Berlin
"3179650",Tilia,Krim-Linde,Tilia euchlora,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3179660",Acer,Berg-Ahorn,Acer pseudoplatanus,"7","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3179669",Tilia,Sommer-Linde,Tilia platyphyllos,"4","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"3179674",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"2","3","2002",Deutschland Namensnennung 2.0,Land Berlin
"3179709",Betula,,Betula pendula,"7","17","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179713",Tilia,Winter-Linde,Tilia cordata,"6","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"3179719",Corylus,Baum-Hasel,Corylus colurna,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179727",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"2","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"3179740",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"3179756",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3179776",Quercus,,Platanus acerifolia,"7","7","1994",Deutschland Namensnennung 2.0,Land Berlin
"3179810",Quercus,Rot-Eiche,Quercus rubra,"3","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"3179819",Quercus,Rot-Eiche,Quercus rubra,"4","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"3179874",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179886",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"3179891",Acer,Berg-Ahorn,Acer pseudoplatanus,"9","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3179898",Acer,Eschen-Ahorn,Acer negundo,"15","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179901",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179904",Juglans,Schwarze Walnuss,Juglans nigra,"7","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"3179912",Tilia,Winter-Linde,Tilia cordata,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3179920",Quercus,,Platanus acerifolia,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"3179929",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"3179932",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179943",Quercus,Stiel-Eiche,Quercus robur,"2","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"3179961",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"3179964",Tilia,Winter-Linde,Tilia cordata,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179966",Betula,,Betula pendula,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179994",Acer,Spitz-Ahorn,Acer platanoides,"8","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"3180015",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"4","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"3180038",Fraxinus,Weiß-Esche 'Microcarpa',"""Fraxinus Americana """"Microcarpa""""""","24","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180039",Fraxinus,Weiß-Esche 'Microcarpa',"""Fraxinus Americana """"Microcarpa""""""","17","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180075",Acer,Spitz-Ahorn,Acer platanoides,"10","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180079",Acer,Eschen-Ahorn,Acer negundo,"12","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180123",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"6","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"3180136",Acer,Spitz-Ahorn,Acer platanoides,"17","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180147",Tilia,Winter-Linde,Tilia cordata,"4","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"3180149",Populus,Italienische Pappel,Populus nigra 'Italica',"6","25","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180150",Tilia,Winter-Linde,Tilia cordata,"8","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180159",Acer,Feld-Ahorn,Acer campestre,"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"3180171",Acer,Feld-Ahorn,Acer campestre,"8","7","1960",Deutschland Namensnennung 2.0,Land Berlin
"3180175",Acer,Berg-Ahorn,Acer pseudoplatanus,"12","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180181",Betula,,Betula pendula,"7","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180195",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180206",Acer,Eschen-Ahorn,Acer negundo,"5","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"3180225",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"13","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180231",Sorbus,Süße Eberesche,Sorbus aucuparia 'Edulis',"5","7","1991",Deutschland Namensnennung 2.0,Land Berlin
"3180242",Tilia,Winter-Linde,Tilia cordata,"4","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"3180247",Betula,,Betula pendula,"7","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"3180254",Acer,Spitz-Ahorn,Acer platanoides,"3","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"3180257",Tilia,Winter-Linde 'Dilia',Tilia spec.,"3","3","2005",Deutschland Namensnennung 2.0,Land Berlin
"3180259",Tilia,Winter-Linde 'Dilia',Tilia spec.,"3","3","2005",Deutschland Namensnennung 2.0,Land Berlin
"3180262",Tilia,Krim-Linde,Tilia euchlora,"5","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180275",Tilia,Krim-Linde,Tilia euchlora,"6","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"3180285",Tilia,Krim-Linde,Tilia euchlora,"7","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"3180288",Tilia,Winter-Linde,Tilia cordata,"6","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"3180299",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"3","7","1992",Deutschland Namensnennung 2.0,Land Berlin
"3180326",Acer,Eschen-Ahorn,Acer negundo,"12","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180339",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"3180352",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"9","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180353",Tilia,Winter-Linde,Tilia cordata,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180354",Acer,Eschen-Ahorn,Acer negundo,"9","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180357",Populus,Italienische Pappel,Populus nigra 'Italica',"6","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180361",Tilia,Winter-Linde,Tilia cordata,"8","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180362",Betula,,Betula pendula,"7","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180377",Tilia,Winter-Linde,Tilia cordata,"5","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180378",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"6","7","1988",Deutschland Namensnennung 2.0,Land Berlin
"3180384",Tilia,Winter-Linde,Tilia cordata,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180387",Tilia,Winter-Linde,Tilia cordata,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180420",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"5","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3180434",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"7","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"3180436",Tilia,Krim-Linde,Tilia euchlora,"14","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180438",Tilia,Krim-Linde,Tilia euchlora,"13","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180453",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"9","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180469",Tilia,Krim-Linde,Tilia euchlora,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"3180493",Acer,Berg-Ahorn,Acer pseudoplatanus,"17","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180497",Corylus,Baum-Hasel,Corylus colurna,"9","12","1950",Deutschland Namensnennung 2.0,Land Berlin
"3180507",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","3","2001",Deutschland Namensnennung 2.0,Land Berlin
"3180508",Acer,Spitz-Ahorn,Acer platanoides,"7","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"3180511",Acer,Berg-Ahorn,Acer pseudoplatanus,"19","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180516",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"13","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180527",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"6","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"3180532",Tilia,Sommer-Linde,Tilia platyphyllos,"15","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180540",Betula,,Betula pendula,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180553",Tilia,Sommer-Linde,Tilia platyphyllos,"12","12","1950",Deutschland Namensnennung 2.0,Land Berlin
"3180557",Ilex,,Larix decidua,"4","7","1991",Deutschland Namensnennung 2.0,Land Berlin
"3180564",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"16","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"3180594",Acer,Spitz-Ahorn,Acer platanoides,"12","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"3180604",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","7","1988",Deutschland Namensnennung 2.0,Land Berlin
"3180605",Populus,Simons Pappel,Populus simonii,"4","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180610",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3180616",Quercus,,Platanus acerifolia,"21","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180618",Fraxinus,Weiß-Esche 'Microcarpa',"""Fraxinus Americana """"Microcarpa""""""","10","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180623",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"17","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180624",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"20","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180629",Acer,Berg-Ahorn,Acer pseudoplatanus,"14","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180671",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"3180680",Quercus,,Platanus acerifolia,"22","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3180682",Acer,Berg-Ahorn,Acer pseudoplatanus,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180686",Tilia,,Tilia americana,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180699",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"8","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180704",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1994",Deutschland Namensnennung 2.0,Land Berlin
"3180718",Malus,Holz-Apfel,Pinus sylvestris,"6","7","1992",Deutschland Namensnennung 2.0,Land Berlin
"3180728",Tilia,Winter-Linde,Tilia cordata,"5","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"3180731",Betula,,Betula pendula,"14","17","1970",Deutschland Namensnennung 2.0,Land Berlin
"3180735",Tilia,Sommer-Linde,Tilia platyphyllos,"4","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180752",Sorbus,Vogelbeere,Sorbus aucuparia,"3","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"3180757",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"3180764",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","3","1999",Deutschland Namensnennung 2.0,Land Berlin
"3180769",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","3","1999",Deutschland Namensnennung 2.0,Land Berlin
"3180775",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"3180779",Tilia,Krim-Linde,Tilia euchlora,"2","3","1982",Deutschland Namensnennung 2.0,Land Berlin
"3180782",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180801",Betula,,Betula pendula,"9","12","1981",Deutschland Namensnennung 2.0,Land Berlin
"3180816",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1997",Deutschland Namensnennung 2.0,Land Berlin
"3180818",Quercus,,Platanus acerifolia,"7","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"3180830",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180833",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"3180851",Tilia,Krim-Linde,Tilia euchlora,"7","7","1988",Deutschland Namensnennung 2.0,Land Berlin
"3180853",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","3","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180858",Tilia,Sommer-Linde,Tilia platyphyllos,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180860",Tilia,Winter-Linde,Tilia cordata,"5","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180870",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"1.2","7","1992",Deutschland Namensnennung 2.0,Land Berlin
"3180890",Betula,,Betula pendula,"6","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"3180893",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3181093",Populus,Silber-Pappel,Populus alba,"8","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"3180933",Acer,Eschen-Ahorn,Acer negundo,"10","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180937",Ailanthus,,Ailanthus altissima,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"3180939",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180943",Acer,Spitz-Ahorn,Acer platanoides,"8","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"3180958",Catalpa,Gewöhnlicher Trompetenbaum,Catalpa bignonioides,"8","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180959",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"8","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3180960",Betula,,Betula pendula,"5","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"3180992",Tilia,Winter-Linde,Tilia cordata,"7","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"3180993",Tilia,,Tilia americana,"6","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"3181011",Tilia,Winter-Linde,Tilia cordata,"3","3","1980",Deutschland Namensnennung 2.0,Land Berlin
"3181038",Acer,Eschen-Ahorn,Acer negundo,"9","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3181050",Tilia,Winter-Linde,Tilia cordata,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3181058",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1997",Deutschland Namensnennung 2.0,Land Berlin
"3181059",Acer,Spitz-Ahorn,Acer platanoides,"5","7","1997",Deutschland Namensnennung 2.0,Land Berlin
"3181063",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3181065",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3181075",Acer,Feld-Ahorn,Acer campestre,"3","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"3181087",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"3181094",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"4","7","1991",Deutschland Namensnennung 2.0,Land Berlin
"3181101",Tilia,Krim-Linde,Tilia euchlora,"6","7","1981",Deutschland Namensnennung 2.0,Land Berlin
"3181109",Acer,Spitz-Ahorn,Acer platanoides,"15","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3181116",Quercus,Stiel-Eiche,Quercus robur,"3","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"3181121",Tilia,Winter-Linde,Tilia cordata,"5","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3181124",Ulmus,Feld-Ulme,Ulmus minor,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3181145",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"8","25","1980",Deutschland Namensnennung 2.0,Land Berlin
"3181159",Tilia,Winter-Linde,Tilia cordata,"5","7","1988",Deutschland Namensnennung 2.0,Land Berlin
"3181166",Tilia,Winter-Linde,Tilia cordata,"6","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3181172",Tilia,Krim-Linde,Tilia euchlora,"4","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"3181175",Acer,Spitz-Ahorn,Acer platanoides,"14","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"3181179",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"3181201",Acer,Spitz-Ahorn,Acer platanoides,"15","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3181204",Aesculus,,Aesculus carnea,"2","3","2005",Deutschland Namensnennung 2.0,Land Berlin
"3181217",Tilia,Silber-Linde,Tilia tomentosa,"13","12","1930",Deutschland Namensnennung 2.0,Land Berlin
"3181221",Tilia,Sommer-Linde,Tilia platyphyllos,"16","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3181222",Tilia,Winter-Linde,Tilia cordata,"10","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"3181231",Acer,Spitz-Ahorn,Acer platanoides,"17","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3181235",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"22","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3181236",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"24","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3181238",Tilia,Winter-Linde,Tilia cordata,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"3181241",Tilia,Winter-Linde,Tilia cordata,"3","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"3181247",Prunus,Bitter-Kirsche,Pinus nigra ssp. Nigra,"4","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"3181258",Tilia,Krim-Linde,Tilia euchlora,"8","12","1980",Deutschland Namensnennung 2.0,Land Berlin
"3181269",Tilia,Sommer-Linde,Tilia platyphyllos,"23","25","1930",Deutschland Namensnennung 2.0,Land Berlin
"3181275",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"3181292",Betula,,Betula pendula,"9","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"3181297",Quercus,Stiel-Eiche,Quercus robur,"6","7","1994",Deutschland Namensnennung 2.0,Land Berlin
"3181306",Tilia,Sommer-Linde,Tilia platyphyllos,"3","3","2001",Deutschland Namensnennung 2.0,Land Berlin
"3181308",Quercus,Stiel-Eiche,Quercus robur,"3","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"3181310",Quercus,Stiel-Eiche,Quercus robur,"4","7","1999",Deutschland Namensnennung 2.0,Land Berlin
